 Nascidos vivos - Brasil
Nascim p/resid.mãe por Município
Período:2007
"Município";"Nascim_p/resid.mãe"
"171888 Santa Maria do Tocantins";64
"171889 Santa Rita do Tocantins";22
"171890 Santa Rosa do Tocantins";81
"171900 Santa Tereza do Tocantins";44
"172000 Santa Terezinha do Tocantins";48
"172010 São Bento do Tocantins";113
"172015 São Félix do Tocantins";30
"172020 São Miguel do Tocantins";121
"172025 São Salvador do Tocantins";47
"172030 São Sebastião do Tocantins";86
"172049 São Valério";85
"172065 Silvanópolis";93
"172080 Sítio Novo do Tocantins";205
"172085 Sucupira";35
"172090 Taguatinga";251
"172093 Taipas do Tocantins";39
"172097 Talismã";21
"172110 Tocantínia";190
"172120 Tocantinópolis";431
"172125 Tupirama";12
"172130 Tupiratins";30
"172208 Wanderlândia";180
"172210 Xambioá";289
"210005 Açailândia";2507
"210010 Afonso Cunha";108
"210015 Água Doce do Maranhão";169
"210020 Alcântara";332
"210030 Aldeias Altas";546
"210040 Altamira do Maranhão";150
"210043 Alto Alegre do Maranhão";493
"210047 Alto Alegre do Pindaré";652
"210050 Alto Parnaíba";205
"210055 Amapá do Maranhão";90
"210060 Amarante do Maranhão";559
"210070 Anajatuba";366
"210080 Anapurus";390
"210083 Apicum-Açu";56
"210087 Araguanã";109
"210090 Araioses";620
"210095 Arame";804
"210100 Arari";562
"210110 Axixá";204
"210120 Bacabal";2099
"210125 Bacabeira";238
"210130 Bacuri";335
"210135 Bacurituba";52
"210140 Balsas";2160
"210150 Barão de Grajaú";283
"210160 Barra do Corda";1782
"210170 Barreirinhas";1447
"210177 Bela Vista do Maranhão";165
"210173 Belágua";165
"210180 Benedito Leite";85
"210190 Bequimão";314
"210193 Bernardo do Mearim";100
"210197 Boa Vista do Gurupi";158
"210200 Bom Jardim";808
"210203 Bom Jesus das Selvas";436
"210207 Bom Lugar";207
"210210 Brejo";321
"210215 Brejo de Areia";183
"210220 Buriti";758
"210230 Buriti Bravo";540
"210232 Buriticupu";1824
"210235 Buritirana";280
"210237 Cachoeira Grande";149
"210240 Cajapió";241
"210250 Cajari";359
"210255 Campestre do Maranhão";274
"210260 Cândido Mendes";343
"210270 Cantanhede";397
"210275 Capinzal do Norte";180
"210280 Carolina";471
"210290 Carutapera";315
"210300 Caxias";2992
"210310 Cedral";149
"210312 Central do Maranhão";135
"210315 Centro do Guilherme";196
"210317 Centro Novo do Maranhão";257
"210320 Chapadinha";1979
"210325 Cidelândia";295
"210330 Codó";2829
"210340 Coelho Neto";1119
"210350 Colinas";833
"210355 Conceição do Lago-Açu";333
"210360 Coroatá";1466
"210370 Cururupu";418
"210375 Davinópolis";212
"210380 Dom Pedro";435
"210390 Duque Bacelar";261
"210400 Esperantinópolis";411
"210405 Estreito";657
"210407 Feira Nova do Maranhão";131
"210408 Fernando Falcão";231
"210409 Formosa da Serra Negra";341
"210410 Fortaleza dos Nogueiras";249
"210420 Fortuna";349
"210430 Godofredo Viana";111
"210440 Gonçalves Dias";369
"210450 Governador Archer";242
"210455 Governador Edison Lobão";260
"210460 Governador Eugênio Barros";267
"210462 Governador Luiz Rocha";193
"210465 Governador Newton Bello";205
"210467 Governador Nunes Freire";709
"210470 Graça Aranha";108
"210480 Grajaú";1518
"210490 Guimarães";166
"210500 Humberto de Campos";571
"210510 Icatu";514
"210515 Igarapé do Meio";266
"210520 Igarapé Grande";117
"210530 Imperatriz";4942
"210535 Itaipava do Grajaú";245
"210540 Itapecuru Mirim";1357
"210542 Itinga do Maranhão";495
"210545 Jatobá";206
"210547 Jenipapo dos Vieiras";355
"210550 João Lisboa";452
"210560 Joselândia";266
"210565 Junco do Maranhão";116
"210570 Lago da Pedra";1084
"210580 Lago do Junco";207
"210594 Lago dos Rodrigues";165
"210590 Lago Verde";357
"210592 Lagoa do Mato";174
"210596 Lagoa Grande do Maranhão";276
"210598 Lajeado Novo";124
"210600 Lima Campos";228
"210610 Loreto";198
"210620 Luís Domingues";116
"210630 Magalhães de Almeida";319
"210632 Maracaçumé";355
"210635 Marajá do Sena";177
"210637 Maranhãozinho";164
"210640 Mata Roma";385
"210650 Matinha";390
"210660 Matões";500
"210663 Matões do Norte";133
"210667 Milagres do Maranhão";111
"210670 Mirador";423
"210675 Miranda do Norte";376
"210680 Mirinzal";232
"210690 Monção";704
"210700 Montes Altos";125
"210710 Morros";280
"210720 Nina Rodrigues";287
"210725 Nova Colinas";105
"210730 Nova Iorque";67
"210735 Nova Olinda do Maranhão";268
"210740 Olho d'Água das Cunhãs";250
"210745 Olinda Nova do Maranhão";213
"210750 Paço do Lumiar";1501
"210760 Palmeirândia";58
"210770 Paraibano";349
"210780 Parnarama";652
"210790 Passagem Franca";347
"210800 Pastos Bons";316
"210805 Paulino Neves";284
"210810 Paulo Ramos";489
"210820 Pedreiras";820
"210825 Pedro do Rosário";438
"210830 Penalva";674
"210840 Peri Mirim";188
"210845 Peritoró";525
"210850 Pindaré-Mirim";633
"210860 Pinheiro";1700
"210870 Pio XII";468
"210880 Pirapemas";359
"210890 Poção de Pedras";377
"210900 Porto Franco";452
"210905 Porto Rico do Maranhão";99
"210910 Presidente Dutra";815
"210920 Presidente Juscelino";298
"210923 Presidente Médici";133
"210927 Presidente Sarney";243
"210930 Presidente Vargas";265
"210940 Primeira Cruz";265
"210945 Raposa";506
"210950 Riachão";435
"210955 Ribamar Fiquene";125
"210960 Rosário";780
"210970 Sambaíba";66
"210975 Santa Filomena do Maranhão";110
"210980 Santa Helena";545
"210990 Santa Inês";1757
"211000 Santa Luzia";1463
"211003 Santa Luzia do Paruá";543
"211010 Santa Quitéria do Maranhão";628
"211020 Santa Rita";596
"211023 Santana do Maranhão";162
"211027 Santo Amaro do Maranhão";220
"211030 Santo Antônio dos Lopes";231
"211040 São Benedito do Rio Preto";504
"211050 São Bento";484
"211060 São Bernardo";612
"211065 São Domingos do Azeitão";133
"211070 São Domingos do Maranhão";726
"211080 São Félix de Balsas";82
"211085 São Francisco do Brejão";145
"211090 São Francisco do Maranhão";199
"211100 São João Batista";380
"211102 São João do Carú";182
"211105 São João do Paraíso";210
"211107 São João do Soter";393
"211110 São João dos Patos";494
"211120 São José de Ribamar";2167
"211125 São José dos Basílios";83
"211130 São Luís";17944
"211140 São Luís Gonzaga do Maranhão";469
"211150 São Mateus do Maranhão";933
"211153 São Pedro da Água Branca";205
"211157 São Pedro dos Crentes";80
"211160 São Raimundo das Mangabeiras";390
"211163 São Raimundo do Doca Bezerra";128
"211167 São Roberto";131
"211170 São Vicente Ferrer";404
"211172 Satubinha";145
"211174 Senador Alexandre Costa";189
"211176 Senador La Rocque";404
"211178 Serrano do Maranhão";157
"211180 Sítio Novo";279
"211190 Sucupira do Norte";196
"211195 Sucupira do Riachão";110
"211200 Tasso Fragoso";112
"211210 Timbiras";578
"211220 Timon";2855
"211223 Trizidela do Vale";427
"211227 Tufilândia";148
"211230 Tuntum";636
"211240 Turiaçu";487
"211245 Turilândia";349
"211250 Tutóia";1254
"211260 Urbano Santos";632
"211270 Vargem Grande";827
"211280 Viana";1046
"211285 Vila Nova dos Martírios";176
"211290 Vitória do Mearim";652
"211300 Vitorino Freire";658
"211400 Zé Doca";1084
"210000 Município ignorado - MA";1
"220005 Acauã";105
"220010 Agricolândia";86
"220020 Água Branca";298
"220025 Alagoinha do Piauí";127
"220027 Alegrete do Piauí";62
"220030 Alto Longá";158
"220040 Altos";689
"220045 Alvorada do Gurguéia";119
"220050 Amarante";312
"220060 Angical do Piauí";112
"220070 Anísio de Abreu";129
"220080 Antônio Almeida";58
"220090 Aroazes";90
"220095 Aroeiras do Itaim";26
"220100 Arraial";80
"220105 Assunção do Piauí";197
"220110 Avelino Lopes";230
"220115 Baixa Grande do Ribeiro";219
"220117 Barra D'Alcântara";51
"220120 Barras";831
"220130 Barreiras do Piauí";45
"220140 Barro Duro";98
"220150 Batalha";387
"220155 Bela Vista do Piauí";55
"220157 Belém do Piauí";49
"220160 Beneditinos";129
"220170 Bertolínia";106
"220173 Betânia do Piauí";141
"220177 Boa Hora";104
"220180 Bocaina";61
"220190 Bom Jesus";428
"220191 Bom Princípio do Piauí";113
"220192 Bonfim do Piauí";94
"220194 Boqueirão do Piauí";101
"220196 Brasileira";107
"220198 Brejo do Piauí";61
"220200 Buriti dos Lopes";372
"220202 Buriti dos Montes";114
"220205 Cabeceiras do Piauí";126
"220207 Cajazeiras do Piauí";41
"220208 Cajueiro da Praia";112
"220209 Caldeirão Grande do Piauí";85
"220210 Campinas do Piauí";91
"220211 Campo Alegre do Fidalgo";97
"220213 Campo Grande do Piauí";107
"220217 Campo Largo do Piauí";137
"220220 Campo Maior";679
"220225 Canavieira";80
"220230 Canto do Buriti";352
"220240 Capitão de Campos";172
"220245 Capitão Gervásio Oliveira";87
"220250 Caracol";176
"220253 Caraúbas do Piauí";107
"220255 Caridade do Piauí";89
"220260 Castelo do Piauí";408
"220265 Caxingó";93
"220270 Cocal";573
"220271 Cocal de Telha";92
"220272 Cocal dos Alves";74
"220273 Coivaras";64
"220275 Colônia do Gurguéia";111
"220277 Colônia do Piauí";105
"220280 Conceição do Canindé";70
"220285 Coronel José Dias";65
"220290 Corrente";516
"220300 Cristalândia do Piauí";150
"220310 Cristino Castro";204
"220320 Curimatá";264
"220323 Currais";118
"220327 Curral Novo do Piauí";96
"220325 Curralinhos";43
"220330 Demerval Lobão";201
"220335 Dirceu Arcoverde";98
"220340 Dom Expedito Lopes";90
"220345 Dom Inocêncio";115
"220342 Domingos Mourão";76
"220350 Elesbão Veloso";228
"220360 Eliseu Martins";86
"220370 Esperantina";658
"220375 Fartura do Piauí";90
"220380 Flores do Piauí";70
"220385 Floresta do Piauí";30
"220390 Floriano";921
"220400 Francinópolis";75
"220410 Francisco Ayres";68
"220415 Francisco Macedo";41
"220420 Francisco Santos";120
"220430 Fronteiras";184
"220435 Geminiano";101
"220440 Gilbués";196
"220450 Guadalupe";154
"220455 Guaribas";90
"220460 Hugo Napoleão";64
"220465 Ilha Grande";182
"220470 Inhuma";234
"220480 Ipiranga do Piauí";166
"220490 Isaías Coelho";168
"220500 Itainópolis";147
"220510 Itaueira";181
"220515 Jacobina do Piauí";95
"220520 Jaicós";352
"220525 Jardim do Mulato";69
"220527 Jatobá do Piauí";102
"220530 Jerumenha";79
"220535 João Costa";38
"220540 Joaquim Pires";250
"220545 Joca Marques";100
"220550 José de Freitas";624
"220551 Juazeiro do Piauí";107
"220552 Júlio Borges";87
"220553 Jurema";88
"220555 Lagoa Alegre";139
"220557 Lagoa de São Francisco";97
"220556 Lagoa do Barro do Piauí";68
"220558 Lagoa do Piauí";56
"220559 Lagoa do Sítio";78
"220554 Lagoinha do Piauí";39
"220560 Landri Sales";99
"220570 Luís Correia";462
"220580 Luzilândia";477
"220585 Madeiro";168
"220590 Manoel Emídio";104
"220595 Marcolândia";159
"220600 Marcos Parente";87
"220605 Massapê do Piauí";96
"220610 Matias Olímpio";213
"220620 Miguel Alves";580
"220630 Miguel Leão";28
"220635 Milton Brandão";93
"220640 Monsenhor Gil";143
"220650 Monsenhor Hipólito";125
"220660 Monte Alegre do Piauí";196
"220665 Morro Cabeça no Tempo";83
"220667 Morro do Chapéu do Piauí";106
"220669 Murici dos Portelas";136
"220670 Nazaré do Piauí";131
"220675 Nossa Senhora de Nazaré";67
"220680 Nossa Senhora dos Remédios";230
"220795 Nova Santa Rita";66
"220690 Novo Oriente do Piauí";69
"220695 Novo Santo Antônio";26
"220700 Oeiras";650
"220710 Olho D'Água do Piauí";51
"220720 Padre Marcos";102
"220730 Paes Landim";63
"220735 Pajeú do Piauí";36
"220740 Palmeira do Piauí";104
"220750 Palmeirais";223
"220755 Paquetá";60
"220760 Parnaguá";238
"220770 Parnaíba";2329
"220775 Passagem Franca do Piauí";82
"220777 Patos do Piauí";115
"220779 Pau D'Arco do Piauí";49
"220780 Paulistana";412
"220785 Pavussu";59
"220790 Pedro II";683
"220793 Pedro Laurentino";59
"220800 Picos";1205
"220810 Pimenteiras";171
"220820 Pio IX";294
"220830 Piracuruca";450
"220840 Piripiri";906
"220850 Porto";264
"220855 Porto Alegre do Piauí";43
"220860 Prata do Piauí";54
"220865 Queimada Nova";108
"220870 Redenção do Gurguéia";200
"220880 Regeneração";309
"220885 Riacho Frio";114
"220887 Ribeira do Piauí";82
"220890 Ribeiro Gonçalves";136
"220900 Rio Grande do Piauí";112
"220910 Santa Cruz do Piauí";97
"220915 Santa Cruz dos Milagres";56
"220920 Santa Filomena";143
"220930 Santa Luz";120
"220937 Santa Rosa do Piauí";81
"220935 Santana do Piauí";65
"220940 Santo Antônio de Lisboa";89
"220945 Santo Antônio dos Milagres";40
"220950 Santo Inácio do Piauí";51
"220955 São Braz do Piauí";62
"220960 São Félix do Piauí";29
"220965 São Francisco de Assis do Piauí";93
"220970 São Francisco do Piauí";97
"220975 São Gonçalo do Gurguéia";47
"220980 São Gonçalo do Piauí";62
"220985 São João da Canabrava";74
"220987 São João da Fronteira";84
"220990 São João da Serra";108
"220995 São João da Varjota";87
"220997 São João do Arraial";164
"221000 São João do Piauí";366
"221005 São José do Divino";96
"221010 São José do Peixe";77
"221020 São José do Piauí";111
"221030 São Julião";95
"221035 São Lourenço do Piauí";66
"221037 São Luis do Piauí";55
"221038 São Miguel da Baixa Grande";27
"221039 São Miguel do Fidalgo";58
"221040 São Miguel do Tapuio";318
"221050 São Pedro do Piauí";205
"221060 São Raimundo Nonato";584
"221062 Sebastião Barros";95
"221063 Sebastião Leal";69
"221065 Sigefredo Pacheco";116
"221070 Simões";268
"221080 Simplício Mendes";182
"221090 Socorro do Piauí";55
"221093 Sussuapara";96
"221095 Tamboril do Piauí";57
"221097 Tanque do Piauí";41
"221100 Teresina";13465
"221110 União";871
"221120 Uruçuí";428
"221130 Valença do Piauí";315
"221135 Várzea Branca";70
"221140 Várzea Grande";64
"221150 Vera Mendes";65
"221160 Vila Nova do Piauí";46
"221170 Wall Ferraz";66
"220000 Município ignorado - PI";1
"230010 Abaiara";123
"230015 Acarape";209
"230020 Acaraú";913
"230030 Acopiara";784
"230040 Aiuaba";256
"230050 Alcântaras";166
"230060 Altaneira";105
"230070 Alto Santo";226
"230075 Amontada";765
"230080 Antonina do Norte";140
"230090 Apuiarés";189
"230100 Aquiraz";1002
"230110 Aracati";969
"230120 Aracoiaba";383
"230125 Ararendá";170
"230130 Araripe";489
"230140 Aratuba";183
"230150 Arneiroz";111
"230160 Assaré";348
"230170 Aurora";345
"230180 Baixio";89
"230185 Banabuiú";305
"230190 Barbalha";1018
"230195 Barreira";291
"230200 Barro";274
"230205 Barroquinha";236
"230210 Baturité";613
"230220 Beberibe";734
"230230 Bela Cruz";524
"230240 Boa Viagem";764
"230250 Brejo Santo";695
"230260 Camocim";1126
"230270 Campos Sales";485
"230280 Canindé";1219
"230290 Capistrano";285
"230300 Caridade";330
"230310 Cariré";236
"230320 Caririaçu";444
"230330 Cariús";229
"230340 Carnaubal";258
"230350 Cascavel";852
"230360 Catarina";190
"230365 Catunda";142
"230370 Caucaia";5116
"230380 Cedro";380
"230390 Chaval";200
"230393 Choró";212
"230395 Chorozinho";272
"230400 Coreaú";340
"230410 Crateús";1221
"230420 Crato";2066
"230423 Croatá";267
"230425 Cruz";416
"230426 Deputado Irapuan Pinheiro";122
"230427 Ererê";78
"230428 Eusébio";821
"230430 Farias Brito";296
"230435 Forquilha";378
"230440 Fortaleza";37733
"230445 Fortim";193
"230450 Frecheirinha";219
"230460 General Sampaio";126
"230465 Graça";251
"230470 Granja";848
"230480 Granjeiro";55
"230490 Groaíras";138
